video_name,category_name,title,text,summary
380.mp4,Юмор,Полупановы. «Эпизод 4»,"бельмо полное ноль. это ты тогда чери выдавил. я про этих полупановых все расскажу. почему? танюша, дай. ну? бать, а можно мне сегодня тоже? немножко *****. а я вот ни хрена не помню. чего? да, тань? а я ими вон костер разыгаю.","Всех с новым годом! В этом эпизоде семья Полупановых познакомит вас со своей соседкой, с которой будет встречать новый год."
381.mp4,Развлечения,Тру ДЕТЕКТОР I #1,"такое представление я ашапешила, конечно, да. ну, если что, подправим, не страшно. жести ожидаете? конечно. конечно. вы их сейчас разберете, и у кого на карточке будет крестик, тот первый пойдет. аня. так, ну, мы, конечно, не прямо близки-близки, но я знаю, что ты была участницей фулхауса. ура! и теперь мне назрел вопрос про фулхаус. трэш. ура! ладно, я похлопаю, конечно. но, марина, делаем выводы. хотя вы чсв. это постанова? да, как-то чисто скопировать тебя. у нас её очень много, и если у меня что-то заканчивается, я прихожу и говорю, рамиль, да. очередная. рамиль. рамиль, ну это просто надо принять. ну что? можно дальше я? зай, ты к этому придешь. рамиль, изначально, вспомни, да, самое начало. рамиль, расскажи, я вот, например, не знаю, не в курсе. заль. и может быть, я надеюсь, что со свженщина сидит перед столом и разговаривает с другой женщиной, которая сидит рядом с ней.","Вы смотрите самое несерьезное шоу с детектором лжи Тру ДЕТЕКТОР! Шоу в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей, подключают их к полиграфу и задают им неудобные вопросы.  В этом выпуске, в логово Кристи и Мистера Молчуна заглянула Наталья Гончарова со своим парнем и подругами.  Что скрывают звёзды и их ближайшее окружение? Действительно ли они искреннее любят друг друга? И кто окажется самым лживым в компании? Все это узнаете в шоу Тру Детектор!"
382.mp4,Блоги,Хашлама | Выпуск 12 I Рина Николь – бьюти-блогерша и 2 кавказца I Муж колумбиец I Без слов,"а похлопать? почему? рин, а почему рина николь? я рина николь. изи-пизи. в брикетах таких? так, брикета. ой. тоже задроты. у нее даже есть трек. у нее есть трек? принесите. ну, типа как будто бы я реально застела. егор шип прям, я не знаю, вершина серьезная. нет, я козерог. ты козерог? угу. угу. угу. угу. а что нельзя разглашать? вставить? блин. скажи в слово «баклажан». баклажан. а, блин. ой. угу. завелся, завелся. почему? то есть я сейчас тормозну ты какой-то? почему? пока я спокойный.группа людей сидит за столом, и один из них разговаривает с камерой.","Самый тяжелый выпуск в наших жизнях. Рина честный, открытый, чистый и спокойный блогер – до нее не докопаешься. Мы с Аветом прям вот устали под нее копать. Смирились и просто обсудили ее личную жизнь. Она, кстати, не ест сладкое, лол. Ждем смешные шутки про диабет в комментариях.  / / Сотрудничество: email"
383.mp4,Кулинария,МАКСИМ НАРОДНЫЙ Выпуск №2 «ГОТОВИМ ВКУСНУЮ СОЛЯНКУ С МОСКВИЧОМ»,"уважаю, что поучаствую я или нет, я вообще поучаствовал, а что такого, можно же попробовать. не, интересно, конечно, в ацкакухне поучаствовал. ты что-то потихонечку как-то. и будем делать поджарку. понял? да, и похмел. ну, на его месте в смысле? что творит негодник, а? ну уже в снятом? ну уже в снятом, да. в снятом уже. хорошо, что не взяли кряпку, я понял. отправляем все на нашу поджарку. еще посолим. и немножечко рассольчику сюда догруппа мужчин сидит за столом, пьет пиво и говорит о том, что они делают.",Продукты:  Сметана Томатная паста Огурцы маринованные Лавровый лист Масло подсолнечное Чёрный перец Соль Говядина на кости Колбаса копчёная Колбаса варёная Морковь Лук Картошка Зелень   Инстаграм: / Телеграм канал: ТикТок: /@mmaximnazarov  В гостях: Егор 
384.mp4,Юмор,ШЛЯПА | Выпуск 9,"круто! антон, ваш ролик. конечно. ты что, козырь так умеет? егор. конечно. как? ёпта ма. как? как? что? егор. яреванские. самое главное. это не монтаж?группа мужчин и женщин стоят перед портретом мужчины и женщины.","Подписывайся на все наши каналы на Rutube, находи слово спрятанное в видео и пиши его в комментариях под постом в Instagram. Может быть именно ты выиграешь iPhone 13. Ссылки на наши каналы: Антон Протеинов - / Люди у которых клюёт - / Максим Народный - / Пацанский клининг - / Пойдём отойдём - / ПОЛУПАНОВЫ - / Тот Самый Мент - / Тяпа - / Смехмашина - /  Ссылка на пост в Инстаграм: /  Это очередной выпуск шоу «Шляпа». В этом выпуске вы увидите, какие видосы по мнению Максона, Егора и Антона считаются полнейшей шляпой, а какие достойны репоста! Погнали смотреть вместе!"
385.mp4,Красота,Фея-Крёстная | Ольга Бельская. Наряд для авторского тренинга по стилю,"режем. какое состояние вы передавали в этом луке? что здесь несем? поэтому здесь был выбран яркий аксессуар. что касается лука в целом, он вам идет. вот так вот прийти, можно сказать, на растерзание. оля, отправляйся на снятие мерок, а мы пока с девочками придумаем что-то необычное для тебя. в первую очередь, я хочу использовать насыщенную фялку. насыщенную фялку? это то, что оля сама нам дала возможность пойти чуть-чуть дальше. следующий, который мне очень нравится, это использование гофрированного материала. потому что тряпскок не пробовано себя применять? ни при каких обстоятельствах. для того, чтобы создать экспертный образ, совсем распущенные лохматушки, конечно, не подойдут. и вот здесь нам пригодится корсет. по мэйку. у нас дневное мероприятие, и делать какой-то перегруженный или вызывающий мэйк я не хочу. как здесь? солярий вредно, а бали дорого. кстати, знаете, кто популяризировал мэйк с эффектом загара? ужи не терпится увидеть олю в новом образе.женщина сидит перед группой людей и делает себе восковые брови.",Смотри и управляй билайн тв в Тарифе UP и выгодно добавь домашний интернет  Собери свою идеальную косметичку на все случаи жизни вместе с брендом SUGAR. По промокоду «ФЕЯ» тебя ждёт скидка 10% в ЛЭТУАЛЬ:  (промокод действует до 12.05.2023)  Как правильная юбка позволит скорректировать фигуру? Как с помощью мейкапа придать коже отдохнувший вид? И зачем нужно носить с собой металлическую булавку?
386.mp4,Развлечения,Шоу «Пацанский Клининг» | Рэп-Баттл на хате подписчика | Выпуск 10,"юр, ты сейчас выходишь и смачно объявляешь меня. егор, какая  джессика? врубай! саша привет это саня вы уже топчете, утопчете уже у сани на порог а я люблю, когда входят на топку ну что, стоим, может это уже начнём? не знаю пригодится тереть сань, извини, что мы не наследили тебя здесь на полу но пацаны тебе здесь всё протрут рэп выпуск сегодня да, мимо саня, ты знал, что сейчас тебя ждёт это пацанский клининг давай, сань показывай сразу, обращай внимание вернее нет противоположность подъезда с дверьми полная противоположность без дверей квартиры знаешь, он просто устал от дверей в подъезде тут их не будет здесь свободность здесь 2 двери чего что здесь было?мужчина и женщина играют в игру пирог друг с другом в комнате.","Преданный подписчик, который ярко отмечал все новогодние праздники,  пригласил к себе Макса, Тяпу, Егора и Олю, чтобы они наконец-таки навели в его квартире настоящий «Пацанский Клининг»."
387.mp4,Новости и СМИ,БЮРО ДОБРЫХ ДЕЛ №4 | СЕМЁН МОЛОКАНОВ | КАКИЕ ПАРНИ - ПЛОХИЕ ФОТОГРАФЫ? | ДРУЖБА С АКУЛОЙ,"ну что ты, ксюш, ну? как бы сказал джиган, все должны быть на чили и на расслабоне. раз. начали. начали. тормозим. вы только посмотрите на этот восторг. ода коре. но прямо сейчас моя помощница ксюша приготовила для вас очередной добрый сюжет. ксюша, что у тебя сегодня? и заодобно вите ватарку. готово? кидали, выледали. так, я не моргнула, нормально? ну ладно. конечно. я прям вот так встану? все готово? вот поймали вот такой экземплярчик интересный. конечно. супер, можно посмотрю? и в итоге мы, да, действительно рандомно. мы просто реженщина разговаривает с репортером, в то время как мужчина разговаривает с женщиной перед камерой.","Добро пожаловать на канал «Бюро Добрых Дел»! Его глава – это я, Лариса Брохман. А миссия нашего Бюро – искать самые добрые и хорошие новости по всему миру, чтобы рассказать их вам. В этом выпуске:  - Как можно подружиться с акулой. - Кто получает звание отца года? - Ксения Егорова в «Добром репортаже» проведет эксперимент, чтобы проверить, правда ли свободные парни фотографируют девушек хуже, чем те, которые находятся в отношениях. - Специальный гость шоу Семён Молоканов расскажет всю правду о вакансии кинокомпании «Пензфильммаш».  Эти и другие добрые новости мы собираем регулярно, чтобы поднять вам настроение сделать ваш день чуточку радостнее и светлее.  Пишите свои добрые истории нам на почту:  email  По вопросам рекламы пишите на email"
388.mp4,Развлечения,Фея-Крёстная | №3 | Анна,"шикарно. все для того, чтобы героиня блистала. ассоль и сегодня у меня в гостях аня. чтобы все пришли сразу. сразу по платью, чтобы все понятно было. вот у кого. знаешь, такое чуть-чуть футуристичное и артовое. ну и хочется тоже быть на этой волне, конечно. представляешь? заманушечек какой-нибудь. ну что, для начала нам нужно посмотреть оба скурди. давайте посмотрим, что у нас с померочком. сейчас меня меряют, и я уже думаю, где что будет начинаться. угу. да, мне некоторые сняться. по этой методике. пока. вверх блестящий, нить матовый, на очень пышной сборке. наталья, ну вот я принесла вам эскиз. ну да, фатиновая сетка, ее не будет видно и будет очень красиво.женщина дает учебник о том, как надеть платье и как его связать.","В этом выпуске ведущая Ассоль и дизайнер Рабиа Халили создадут для художницы Анны новый образ. Выставка ее картин уже завтра, а платья до сих пор нет. Скорее смотри, что же задумали наши волшебницы!"
389.mp4,Блоги,"Поверь мне, подруга I #6 I Бюджетные подарки на новый год","скорее делай скриншот или жми на паузу, чтобы успеть записать рецепт. все тщательно перемешиваем до образования однородного теста, как для пирожков. хочешь что-то пооригинальное? подари новогодний шар с фото. достаточно лишь купить однотонный шар необходимого размера, а потом приклеить к нему фотографию. формочки выбирай на свое усмотрение. скорее сохраняй. плотно прижми половинки друг к другу и оставь на час. хранить шарики нужно в пищевой пленке в сухом месте. навор кремов для рук или гель для душа. можно даже заказать чехол с вашим совместным фото. пока-пока!","Новый год уже близко, а денег на подарки для родных у тебя практически нет? Не переживай! В этом выпуске Аня Хилькевич расскажет, как  порадовать близких, не тратя при этом кучу денег."
390.mp4,Кулинария,ШЕФ | Новогодний выпуск | Пастуший пирог,"с королевой новогодних гарниров, картошкой, овощами, мясом, майонезом, да все это под сырной шапкой. все готовится массово, в больших объемах, как правило, с незатейливым гарниром. лук у нас обжарился, откладываем его в сторонку. фарш мы обжарили, теперь добавим туда мелко нарубленный чеснок. теперь все хорошенько перемешиваем. можно добавить бульон. у нас бульона нет, можно добавить просто водички. надо теперь посолить, поперчить и довести до вкуса. тереть можно на любой терке, мне нравится крупная. можно использовать мелкую, но здесь значение не имеет. добавим немножечко укропчика. все хорошенько перемешиваем. втыкаем в основание шпажку и первый шарик. тем временем пироги готовы. вот, возьмите котлеты от инди-лайт в хрустящей панировке. для того, чтобы котлеты были хрустящими и золотистыми, нужно поливать их маслицем.мужчина показывает, как сделать папоротник на сковороде и объясняет, как это сделать.","В этом выпуске «Шефа» Павел Коклюшкин приготовит традиционный для кухонь многих стран «Пастуший пирог», расскажет про новогодние блюда и даст хороший совет на предстоящие праздники. Порадуйте себя в новогодние праздники вкусными и полезными продуктами от Индилайт /"
391.mp4,Развлечения,CARJITSU. 2 серия. Полное-ТВ - Пельмень. Джиу-джитсу в машине.,"хаджиме! представляем борцов следующей схватки. хаджиме! стоп! хаджиме! меня зовут гришаня полная тв.группа людей передвигается на автомобиле, а затем один из них попадает под машину.","Это спортивно-развлекательное шоу про борьбу в автомобиле, которое впервые проводится в России! Противостояние самого популярного в мире мастера по ударам, по пощёчинам Василия Камоцкого против одного самого тяжёлого блоггера в РФ Гриши Полное ТВ. Мощная борьба в автомобиле!"
392.mp4,Спорт,Concept Football - Футбол кибер - Выпуск №4,"найс. найс. найс. у-но! у-но! у-но! у-но! у-но! гадалага! да езжи! да езжи! за смурфету! ой! ой. ой! вага, куда шарим так? ой! ой! ноль! ноль-ноль-ноль-ноль! ой, шайтан. ой! дерьмо. и как я, давай низом. засу. давай atl. ой! най! ой! мишурик! ну ладно! мишуреночек! б col s завел?! ой! ой! ой! ой! ой! прием! да все! ура! сева, давай! нету! смурф! ой-ой-ой! ой-ой-ой!группа людей находится на футбольном поле, и один из них пинает футбольный мяч.","В новом выпуске“Concept Football” кибер,  ведущий Кирилл Комраков вместе с ребятами из 2Drots попробуют предсказать победителя Лиги Чемпионов путем прохождения челленджей и итоговым финальным матчем за главный приз - 50 тысяч рублей! А два последних места сразятся между собой в фифа и решат, кто исполнит наказание!"
393.mp4,Видеоигры,PVP #5 I Флейми VS Дося,"это, может, нахер от кс? давай уже в чгк. может как-то так. но dota. первостепенный. гамбит, получается? одного обсудим. или как? ну ладно. юпри. в ксго? у нас же ксго угранил. что? нотейл, наверное. ну дотер какой? нотейл, топсон. топсон, сев. депри. нави. нави. ладно. депри. конечно. депри. депри. так получается, может нахер от каэса? давай уже в чгк. один. какой? есть же? короче, по-моему, один, если честно. что? погнали. погнали. в кс очко.группа людей сидит за столом, и одна из них разговаривает с камерой.","Новогодний выпуск! В гостях у Марпл титулованные кибеспротсмены, чемпионы турниров по CS:GO: Дося и Флейми. Парни обсудили последние новости КС сцены и померялись скиллом в новогодних кастомках."
394.mp4,Юмор,Тот самый мент I Выпуск 4I Мент играет в кальмара,"а ты давай, давай еще, поподкалывай меня, поподкалывай. ну-ка стоять, пашок, стоять, иди сюда. все, записываем тебя на бег с препятствиями. чтобы с турниканицы скользнуть? давай. еще? как еще? все, пашок, тебя записываю, значит, на потягивание. в каким крёстном? ты чё, городишь-то вообще, а? ну а чё, придёшь, меня в чана кунут выйдем, ***** какой? садуко! чё?","Максим Константинович узнает про сериал "" Игра в кальмара"". Опасаясь за то, что весь район массово начнет пить пиво, он решает устроить спортивные соревнования. Наш Начальник и Ольга ПДН отправляются на улицы района, чтобы найти подходящих спортсменов. Поддержите видео лайком, а канал подпиской!"
395.mp4,Спорт,"Вячеслав Василевский оценит! Не юмористический, а реальный баттл: Юнусов и ""Люсёк"" Сорокин","как это? крашин? крашин, крашин. крашин, крашин. ты наш краш? как? конечно. конечно. конечно. разминка? появление. появление. сам бой. какое? конечно. бухарест. в каком случае? полутяжелый. очинск. назарова. четко. четко. роме балл. я покажу с ромой. во. во. по-любому это. потому что у него, видишь, подбородок по-моему. прижатый. ну блин, тоже непонятно. ну ладно. ну это брюс филлис реально. волконоз гемир. ух, одна из петчей. ну что ж. ну что? поединка.группа мужчин сидит в комнате, и один из них бьет другого перфоратором.","Роман Юнусов попробовал себя в спортивной гимнастике и бадминтоне, но пройдёт ли он ещё более интенсивную тренировку от профессионального бойца ММА? Ведущий позвал проверить свои силы резидента Comedy Club Дмитрия «Люська» Сорокина. Могут ли юмористы держать удар - предстоит узнать звездному тренеру Вячеславу Василевскому и зрителям шоу «Спортивный интерес». По вопросам рекламы пишите на email"
397.mp4,Блоги,"Поверь мне, подруга I #1 I Мне кажется я некрасивая","не видишь себе достоинства? если провести небольшой опрос, то ты увидишь, что определение того, что красиво, будут совершенно различны. но непохожесть на кого-то не делает тебя некрасивой. но почему я не выгляжу, как она? но почему я не выгляжу, как она? в пятьдесятые – пышная грудь и тонкая талия. ученые мэтчи мелфолд и джон орбелл провели исследование, которое доказало уверенность в собственной привлекательности, значительно расширяет возможности человека. причем гораздо важнее оценивать свою внешность вне зависимости от общественного мнения. далеко не всегда стоит обращать внимание на то, что говорят о твоей внешности окружающие. очень часто мы не можем принять свою внешность, потому что мы не знаем, как мы выглядим на самом деле. то, что ты называешь своими недостатками, определяет твой внешний облик и твою индивидуальность. этим она и притягательна. то есть, говоря о красоте, мы не всегда имеем в виду внешность.молодая девушка показывает, как использовать лук и стрелу и как правильно их использовать.","Недовольна своей внешностью? Считаешь себя некрасивой? В этом выпуске Аня Хилькевич докажет тебе, что не бывает красивых и некрасивых людей. Идеалы внешности - только в твоей голове. Куда важнее - красота внутренняя."
398.mp4,Разное,Стендап гороскоп: Гарик Оганисян - Львы,"и его плюсы? за плюсы теперь минусы. минус? почему? надо, чтобы нюня была? я по гороскопу лев, и это с одной стороны круто, а с другой стороны тоже круто, потому что кто со мной поспорит? смотрит такая, блин, ты крутой. лев лещенко по гороскопу, водолей.","В новом выпуске шоу «Стендап гороскоп» Гарик Оганисян расскажет, почему круто быть Львом, и чем представители знака отличаются от других знаков зодиака."
400.mp4,Блоги,На связующих | Алексей Столяров | Дима Гордей | Пранк над Айзой,"как нет, димка сычев, ты че? давай, дай бог так, макс, привет мы тут с настей пересекались она дала мне твой номер до настюхи не могу дозвониться давай до насте да настюха, наверное, плохо, да? димы гордея, да, димки гордея сейчас я насте напишу а, слушай, а просто что-то до нее не дозвониться не мог бы ты продиктовать? ну и как обычно в огне ну да-да-да слушай, вась, мне ромка попросил достать номер гордея он не может его найти сказал, у настюхи есть а я настюху не хочу сейчас напрямую беспокоить вот решил тебе набрать ты можешь со мной поделиться его номером? получается подождем давай мы сейчас сделаем так мы пока в паузе ты сейчас используешь а мы перейдем к второму раунду нашему ты сейчас возьмешь карточку с ходан сделаешь прозвон а после этого мы перезвоним еще раз василию и там просим, как у него дела а, давай ** твою, что, *** представьте, игорем лантратотовым это кто такой?мужчина и женщина сидят за столом, а мужчина разговаривает с женщиной.","На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса. Сегодня в гостях – Алексей Столяров, а звонить мы будем известному блогеру Диме Гордею!"
401.mp4,Юмор,Тяпа I #6 I ОТКРЫЛА СОБСТВЕННЫЙ МАССАЖНЫЙ САЛОН,"чё, ***? чё, *****? откуда захочешь, башка кружится начинает. погнали. вот груши, это чё? завёлочка напротив них, что это? типа всё у них тут пофаджую. ладно, тяп, смотри, давай договоримся так. на чё? ну, как там показывают. угу. чё? собой приносить, а то у нас нет *****. да вот как гусь. чё? а? перегёрнул, что ли? маз. какой розыгрыш? короче, я сейчас снимаю.","Тяпа узнал, что Лиза и Андрюша открыли массажный салон на дому! Но они никак не могли представить, что к ним нагрянет начальник. Тяпа, Андрюша и Лиза решили его разыграть! А как?! Смотри в этой серии!"
402.mp4,Кулинария,Шеф I Выпуск 4 I Бефстроганов,"бестроганов – это классика русской кухни да, многие боятся готовить это блюдо из-за проблем с жесткой говядиной но только до просмотра этого видео ну а вы, дорогие мои подписчики, теперь легко справитесь с этой задачей а если ты еще не подписчик, подписывайся, интересными вещами здесь занимаемся с вами был коклюшкин павел, ваш шеф пока!мужчина демонстрирует, как приготовить блюдо на топке и как приготовить его на сковороде.","В этом выпуске «Шефа» Павел Коклюшкин приготовит бефстроганов из говядины и поделится секретом, благодаря которому мясо получится очень нежным."
403.mp4,Развлечения,Аукцион | Выпуск 1 | Соколовский,"как дела? офигенно, я вижу, что тут у тебя просто максимум экспрессии. валь, а как можно попасть к тебе как-то? нет, нельзя попасть? все лоты на тебе, правда? итак, что это за кепка? в какой-то подобной кепке. есть. и все это в шпагате. в шпагате? и все это в шпагате. но, не знаю, в шпагате мне кажется эпичней будет. кто готов перебить ставочку? влад, как ты думаешь, вот у нас прозвучали некоторые ставочки. я надеюсь, что вы прекрасно размяты. можно даже сделать какую-то ижи. вы что? поднимаем ставочки. закачивайте. вот. за отвагу. что это такое, влад? вот. покажи, прорекламируй. вот такая вот штука сзади, да, пожалуйста. не ношенная, правильно понимаешь? на усмотрение. раз, кудрявый. влад, ожидал ли ты, чтомужчина выступает перед группой людей, а затем мужчина стоит рядом с ним.","Добро пожаловать на АУКЦИОН шоу в котором подписчики делают ставки за вещи своего любимого блогера! Сделать ставку может каждый сидящий в зале, в качестве ставки принимается всё кроме денег, ну а ставки помогает сделать ведущий шоу Игорь Чехов. В этом выпуске, подписчики Влада Соколовского боролись за личные вещи кумира, на что они готовы ради кепки? А что сделают ради уникального личного кольца артиста? Хотите знать, тогда скорее смотрите выпуск.  А если уже посмотрели, то поделитесь выпуском с друзьями кто знает, может быть именно ваш кумир окажется на Аукционе в следующем выпуске."
404.mp4,Блоги,Какова Меркурия? | Выпуск 9,"как дела? вот как... как так, как так? а я верю андрею. прошла коучинг. послушай, если ты хочешь поругаться… как дела? ну ладно, не стали предавать значения, разулись, стоим все веселые, в предвкушении. ты знаешь, это примерно на всю нашу передачу. меня так однажды на фасфу было. тоже самое было. ну как если? да, но не сломанная. и он раскрыл веронику как нельзя лучше. правда? ну не совсем, конечно. вообще по жизни. в прошлой жизни была карась, например. а может, окунь? они на донецке. у меня фонит уже овин. очень прям сильно фонит овин. он заключается в том, что сейчас вы увидите инстаграм вероники.группа людей сидит за столом, и один из них разговаривает с другим человеком.","Аннотация: шоу в котором комики соревнуются с опытным астрологом. Чтобы выиграть деньги им нужно угадать знак зодиака гостя, иначе деньги заберёт гость."
405.mp4,Лайфстайл,PykoJob | Выпуск 2 | Скандинавский стиль в маленькой комнате,"используют только декор и дизайнерский лайфхак. это наташа. и в ее главе сейчас схема того, как все будет выглядеть после нашей переделки. все напоминает ришито. я не представляю, о чем это дело прикрывать. а террариум тебя не смущает? ну вот, а покрышка? а почему не у нитас среди комнаты? а почему не прованс? кстати, у нас на стене висит панно. ты обратила внимание, что в этот раз мы портьеры дополнили нитевыми шторами. все развалилось бы? давай теперь поговорим, во сколько нам обошелся весь этот уют? но на минуточку, прошу заметить, сюда входят корнис, тюль, портьеры и нитевые шторы. а мы помним прекрасно, что корнис был нестандартный. что нам стоил декор? я – алиса. в этом весь рукожоп.",Как с бюджетом в 25 тысяч рублей обустроить скандинавский стиль в  маленькой комнате? Ведущая Алиса и дизайнер Наталья переделывают интерьер заставленной и перегруженной спальни. Оцените получившийся интерьер в новом выпуске Рукоджоб!
406.mp4,Развлечения,Тру ДЕТЕКТОР I #8,"разбирайте. у кого? еще бы нет. почему? да? пока еще нет. ору. завидовать нехорошего. ну и что? ты без дреда себя чувствуешь уверенней? а? хоршины. хождение стучаса. поподробнее можно? то, что я там была полная-полная. почему? ну, у вас же там очень много, как я поняла. нет? возможно, поэтому так получается. да это правда. влюза. ну, как-то так. вот. до мурашек. не, ну, может быть, собрала, конечно. а так нет. есть к чему стремиться. правда. может, им нечего. бигу. бигу. ну правда. профи? почему? а ко мне? были какие-то поводы?женщина сидит за столом, разговаривая с другой женщиной, а затем другая женщина сидит за столом, разговаривая с ней.","Вы смотрите шоу с детектором лжи «Тру детектор»!  Шоу, в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором  полиграфа."
407.mp4,Кулинария,"Мезза, Пицца с морепродуктами | Kitchen Stories | Выпуск 10","кайф для меня это лучший вид искусства но каждый релиз он лучше предыдущего в этом прикол игры мне даже сложно представить, как это нормально звучать мне нравится psychedelic jazz мясо, мясо mind playing tricks on me трек, который я уже записал, для меня не существует я на пике формы, это лучшее дерьмо, которое я когда-либо записывал всем большой привет, друзья! а прям вообще не приходится? типа, соуса должно быть много вот, и в общем, короче фредди не стал симнцеремонистом с этим и под каждым постом ганны начал фигачить какие-то подколки да, интернет-чувак у него был смешной инстаграм раньше ты, кстати, никогда не был на его концерте? да, шансон рэйв мне даже сложно представить, как оно должно звучать в этом прикол так, хорошо шлав, смотри, мне кажется у нас соус готов и нам пора потихонечку выкладывать все это дело на потвень соус всегда готов слушай, ну раз мы с тобой заговорили об экспериментах в музле nft? да, когда-то в детстве бро, посмотри, типа новые выпуски вот этого года мясо, мясо они так стебут nft ******* типа баттерс и там из будущего прикол, короче, посмотришь хорошо, без спойлеров тогда короче, это все прикол но прикол это прикольно но по сути это ничего не значит а ты сам по поводу nft насколько ты вообще погружен в искусство?группа мужчин и женщин играет в пивную понг в темной комнате.","Вкусно и сытно далеко не всегда означает сложно и долго! Новый выпуск шоу Kitchen Stories прямое тому подтверждение! Рецепт пиццы, который принес на нашу кухню Мезза, парни реализовали практически играючи. А на вкус - просто бомба! Попробуйте сами ;-)"
